,亚洲ETF-iShares MSCI,MSCI全球ETF-iShares,iShares MSCI ACWI ex US ETF,债券指数ETF-iShares Barclays综合国债,Alerian MLP ETF,债券指数ETF-Vanguard美国,短期国债指数ETF-Vanguard,道琼斯指数ETF,三倍做空黄金矿业指数ETF-Direxion,日本股利指数ETF-WisdomTree,新兴市场ETF-iShares MSCI,iShares Edge MSCI Min Vol EAFE ETF,欧澳远东指数 ETF-iShares MSCI,iShares JPMorgan USD Emerging Markets Bond ETF,印度收入指数ETF-WisdomTree,三倍做多能源ETF-Direxion,澳大利亚ETF-iShares MSCI,加拿大ETF-iShares MSCI,德国ETF-iShares MSCI,香港ETF-iShares MSCI,日本ETF-iShares MSCI,台湾ETF-iShares MSCI,墨西哥投资指数ETF-iShares MSCI,韩国ETF-iShares MSCI,巴西ETF-iShares MSCI,欧盟国家ETF-iShares MSCI,金融指数ETF-Direxion三倍做多罗素金融股,中国大盘股ETF-iShares,小型黄金矿业ETF(Market Vectors),黄金矿业ETF(Market Vectors),SPDR黄金ETF,债券指数ETF-iShares iBoxx高收益公司债,PIMCO 0-5 Year High YieldCorporate Bond Index ETF,黄金信托ETF(iShares),生物科技指数ETF-iShares Nasdaq,iShares Core MSCI EAFE ETF,债券指数ETF-iShares Barclays 7-10年,标普中型股400指数ETF-iShares,标普小型股600指数ETF-iShares,房屋建筑指数ETF-iShares Dow Jones,标普500价值指数ETF-iShares,标普500指数ETF,标普500成长股指数ETF-iShares,罗素1000指数ETF-iShares,罗素1000价值指数ETF-iShares,罗素1000成长指数ETF-iShares,罗素2000指数ETF,罗素2000价值股指数ETF-iShares,罗素2000成长股指数ETF,房地产指数ETF-iShares道琼斯,金矿指数三倍做空ETF,债券指数ETF-SPDR Barclays高收益债,金矿指数三倍做多ETF,银行指数ETF-SPDR KBW,区域银行指数ETF-SPDR KBW,债券指数ETF-iShares iBoxx投资级公司债,中国ETF-iShares MSCI,标普中型股400指数ETF-SPDR,三倍做多黄金矿业指数ETF-Direxion,标普100指数ETF-iShares,石油服务ETF,优先股指数ETF-iShares S&P,纳指两倍做空ETF,纳指两倍做多ETF,纳指ETF,平均加权指数ETF-Rydex S&P,俄罗斯ETF-Market Vectors,Schwab U.S. TIPs ETF,道指三倍做空ETF-ProShares,标普500两倍做空ETF,债券指数ETF-iShares Barclays 1-3年国,标普500反向ETF,白银ETF(iShares),半导体指数ETF-HOLDRs,三倍做多半导体ETF-Direxion Daily,iShares费城交易所半导体ETF,标普500三倍做空ETF,标普500指数ETF,纳指三倍做空ETF,标普500两倍做多ETF,0.5倍做空波动率指数短期期货ETF,债券20+美国债指数ETF-ProShares两倍做空,通胀债券指数ETF-iShares Barclays,债券20+美公债指数ETF-iShares Barcla,罗素2000指数三倍做多ETF-Direxion,纳指三倍做多ETF,罗素2000指数三倍做空ETF,二倍做多彭博原油ETF,道指三倍做多ETF-ProShares,三倍做多标普500ETF,美国原油ETF,1.5倍做多波动率指数短期期货ETF-ProShares,EAFE指数ETF-Vanguard MSCI,非美地区ETF-Vanguard FTSE,欧洲ETF-Vanguard MSCI,股利增长指数ETF-Vanguard,不动产信托指数ETF-Vanguard,Vanguard S&P 500 ETF,大盘指数ETF-Vanguard MSCI,Vanguard Value ETF,Vanguard Total World Stock ETF,成长股指数ETF-Vanguard MSCI,新兴市场ETF-Vanguard MSCI,SPDR S&P Biotech ETF,房屋建筑商指数ETF-SPDR,材料ETF,能源ETF,金融ETF,工业ETF,高科技指数ETF-SPDR,消费品指数ETF-SPDR主要消费品,公共事业指数ETF-SPDR,健康照护类股ETF-SPDR,消费品指数ETF-SPDR可选消费品,金属与采矿指数ETF-SPDR,油气开采指数ETF-SPDR S&P,零售指数ETF-SPDR标普
1522987200000,75.37,70.82,49.29,106.91,9.35,79.72,78.36,239.13,25.37,55.2,47.08,73.47,69.4,112.57,26.41,27.27,21.81,27.5,32.09,24.93,59.62,37.49,52.34,73.17,43.42,43.5,61.26,45.97,32.39,22.07,126.39,85.27,99.38,12.81,101.03,65.44,102.92,185.01,76.76,40.22,108.22,261.57,152.38,144.79,118.5,133.94,150.36,121.41,187.98,75.15,53.44,35.74,13.83,47.14,59.4,117.07,66.2,337.03,24.71,114.57,23.9,37.2,50.72,72.79,156.63,98.14,22.37,54.8,20.0,42.0,83.49,30.72,15.43,99.46,130.63,171.54,46.32,259.72,19.39,102.33,11.38,36.61,112.87,121.1,65.18,44.4733,12.12,25.01,81.95,124.64,12.51,19.92,44.0,53.88,58.25,99.6,75.27,238.62,133.87,102.05,72.71,139.41,46.16,82.9,40.81,56.51,67.35,27.17,72.77,64.05,52.42,50.42,79.88,100.68,33.91,34.66,44.49
1523246400000,76.27,71.19,49.62,107.0,9.37,79.8,78.37,239.73,25.68,55.47,47.13,74.22,69.97,112.46,26.58,27.61,22.06,27.69,32.31,25.18,60.15,37.73,52.2,73.88,41.98,43.85,61.87,46.53,32.33,21.98,126.82,85.59,99.68,12.84,102.87,66.05,102.94,185.12,76.56,39.77,108.56,262.7,153.13,145.3,118.98,134.34,150.54,121.01,188.68,75.02,53.6,35.87,13.79,46.82,59.37,117.13,67.07,337.21,24.4,115.09,23.82,37.24,50.12,73.64,157.73,98.34,19.97,54.84,19.87,41.67,83.48,30.57,15.56,100.14,133.02,172.62,45.84,261.0,19.01,103.17,11.31,36.5,112.85,121.3,65.2,45.3633,12.11,26.03,82.48,126.13,12.77,20.0,44.38,54.24,58.7,99.71,75.03,239.59,134.32,102.43,73.15,139.88,46.12,85.11,40.48,56.82,67.67,27.32,72.55,64.55,52.39,50.52,80.67,100.44,34.22,34.71,44.23
1523332800000,77.81,72.3,50.27,106.92,9.62,79.66,78.32,244.01,24.74,56.14,48.05,74.4,70.72,112.28,26.74,30.35,22.46,27.97,32.76,25.53,60.48,38.22,52.94,74.7,42.82,44.365,64.15,48.0,32.6,22.26,127.12,85.9,99.99,12.88,105.7,66.79,102.76,188.08,78.01,40.0,110.2,266.97,155.87,147.65,120.73,136.73,153.38,123.25,192.28,74.73,52.32,36.0,14.13,47.64,60.49,117.16,69.08,342.54,25.15,117.05,25.1,37.3,47.88,76.88,161.21,99.74,20.36,54.8,18.8,40.33,83.44,30.08,15.62,103.2,145.81,178.14,43.6,265.15,17.79,106.5,11.48,36.62,112.8,121.08,68.82,48.36,11.43,27.98,86.95,132.15,13.25,19.22,44.87,54.9,59.44,100.86,74.95,243.54,136.5,104.03,74.23,142.39,46.98,88.47,40.87,57.99,69.91,27.73,73.66,66.14,52.51,50.13,82.03,101.66,35.42,36.17,45.15
1523419200000,77.82,71.98,50.12,107.01,9.76,79.72,78.36,241.88,23.19,56.07,48.07,73.87,70.45,112.32,26.7,31.29,22.31,28.01,32.56,25.79,60.33,38.16,53.02,74.18,43.41,44.11,62.47,48.06,33.37,22.75,128.11,85.93,99.98,12.97,105.33,66.47,102.86,187.85,78.14,39.42,109.67,265.52,154.93,146.95,120.19,136.06,153.71,123.43,192.78,74.9,48.63,36.0,15.11,47.39,60.2,117.24,69.01,342.15,26.85,116.3,25.8,37.3,48.36,76.08,160.28,99.39,20.54,54.94,19.29,40.74,83.44,30.25,15.69,103.15,145.87,178.21,44.2,263.76,18.03,105.44,11.41,36.39,113.13,121.51,69.34,47.5467,11.34,28.81,84.63,130.19,13.45,19.46,44.66,54.76,59.13,100.34,75.11,242.25,135.87,103.36,73.89,141.83,47.04,89.15,40.6,57.56,70.64,27.4,73.12,65.75,52.41,50.06,81.36,101.35,35.13,36.83,45.03
1523505600000,77.84,72.38,50.26,106.77,9.69,79.57,78.28,244.81,23.95,56.13,48.05,73.95,70.72,112.32,26.78,31.3,22.38,28.01,32.8,25.85,60.23,38.13,53.41,74.29,43.26,44.35,64.68,48.24,32.85,22.47,126.62,86.24,100.37,12.82,106.72,66.76,102.49,188.66,78.53,39.06,110.45,267.79,156.39,148.06,121.04,137.17,154.76,124.1,194.35,74.19,50.79,36.14,14.44,48.23,61.3,116.92,69.1,343.51,26.03,117.36,26.08,37.25,47.28,77.82,162.21,99.86,20.63,54.87,18.6,40.07,83.39,30.0,15.52,104.86,154.18,181.57,43.08,265.93,17.43,107.07,11.66,36.89,112.95,120.62,70.66,49.2133,11.13,29.04,87.55,133.28,13.52,18.26,44.83,54.9,59.53,101.1,74.27,244.28,136.97,104.33,74.33,142.81,47.03,90.45,40.06,58.17,70.63,27.88,74.17,66.54,52.33,49.4,81.91,101.79,35.38,36.76,45.09
1523592000000,77.09,72.22,50.15,106.8,9.69,79.63,78.27,243.58,22.63,56.28,47.57,73.85,70.79,112.41,26.67,32.29,22.38,27.95,32.89,25.65,60.23,37.87,53.87,74.34,42.43,44.46,62.64,47.6,33.49,22.89,127.45,86.29,100.34,12.91,105.96,66.78,102.58,188.05,78.25,39.09,110.14,266.97,155.93,147.7,120.67,136.8,153.95,123.7,193.07,74.45,47.95,36.16,15.21,47.47,60.35,116.96,67.83,342.48,27.25,117.01,26.29,37.17,47.72,77.09,161.37,99.65,20.38,54.88,18.88,40.33,83.37,30.1,15.68,103.88,150.56,180.23,43.52,265.15,17.66,106.5,11.89,36.73,113.11,120.9,69.71,48.4833,11.27,29.25,86.27,132.12,13.55,17.26,44.87,54.78,59.58,100.9,74.66,243.6,136.58,103.96,74.13,142.49,46.54,89.58,39.99,58.11,71.41,27.46,73.99,66.32,52.59,49.79,81.87,101.22,35.55,37.38,44.49
1523851200000,77.01,72.57,50.21,106.82,10.1,79.64,78.28,245.62,22.89,56.29,47.63,74.25,70.9,112.27,26.79,33.29,22.48,28.07,32.9,25.4,60.4,38.05,53.75,74.62,41.88,44.58,63.55,47.01,33.46,22.8,127.63,86.42,100.49,12.93,105.24,66.88,102.53,189.99,79.12,39.47,111.1,269.19,157.16,148.88,121.62,137.94,155.37,124.87,194.68,74.81,48.01,36.21,15.17,47.65,60.63,116.97,67.48,345.9,26.94,117.85,26.28,37.24,47.04,78.18,162.6,100.61,20.74,54.89,18.4,39.68,83.36,29.84,15.72,104.09,151.53,180.55,42.4,267.33,17.28,108.21,12.16,36.75,113.01,120.94,71.48,49.5533,10.99,28.58,88.49,135.3,13.38,15.95,44.95,54.9,59.68,102.12,75.12,245.58,137.72,104.88,74.51,143.52,46.58,88.9,40.36,58.89,72.14,27.58,74.73,66.83,53.16,50.47,82.52,101.98,35.52,37.65,44.81
1523937600000,76.98,73.1,50.4,106.85,10.25,79.67,78.26,247.8,22.49,56.41,47.73,74.6,71.22,112.03,26.79,33.68,22.51,28.24,33.3,25.4,60.63,37.59,54.16,74.95,42.61,44.97,64.28,47.03,33.65,22.93,127.75,86.46,100.46,12.94,107.28,67.28,102.59,191.43,79.87,39.9,111.57,272.07,159.67,150.46,122.21,140.13,157.06,125.67,197.56,75.78,47.17,36.23,15.49,47.15,59.82,116.98,67.77,348.57,27.32,119.11,26.37,37.3,45.04,81.51,166.1,101.43,20.7,54.97,17.92,38.82,83.36,29.52,15.8,105.99,160.07,183.97,41.12,270.19,16.18,110.49,12.55,36.54,113.18,121.27,73.75,52.7233,10.63,28.68,90.96,139.69,13.41,14.51,45.18,55.15,60.09,102.86,76.0,248.22,139.17,105.54,75.11,145.81,46.62,91.12,40.71,59.56,72.42,27.58,75.36,68.07,53.28,50.98,83.16,103.88,36.2,37.89,45.1
1524024000000,77.43,73.34,50.79,106.55,10.2,79.41,78.17,247.38,22.39,56.76,48.14,74.83,71.59,112.03,26.76,35.25,22.64,28.38,33.36,25.58,61.04,37.79,54.11,75.83,43.84,45.16,63.82,46.92,33.97,22.98,127.85,86.37,100.39,12.94,107.35,67.61,102.19,191.98,80.16,40.12,111.57,272.19,159.89,150.63,122.35,140.34,157.48,126.0,198.08,75.65,46.09,36.19,15.83,46.82,59.57,116.38,67.76,349.75,27.71,118.99,27.08,37.34,44.84,81.89,166.44,101.7,21.51,54.87,18.0,38.76,83.29,29.5,16.18,104.79,155.11,182.16,41.04,270.39,16.09,110.67,12.53,37.11,112.95,120.3,74.37,53.09,10.55,30.63,90.39,139.98,13.88,14.59,45.45,55.45,60.28,103.01,75.84,248.36,139.36,105.51,75.4,146.11,46.95,90.74,40.95,59.99,73.56,27.45,76.14,67.89,52.88,50.79,83.23,104.37,36.89,39.06,45.12
1524110400000,77.15,73.03,50.56,106.29,10.03,79.22,78.13,246.57,22.17,56.71,47.86,74.39,71.32,111.64,26.5,35.38,22.4,28.16,33.19,25.51,60.81,37.4,52.53,75.39,43.6,44.99,65.11,47.08,34.06,23.06,127.6,86.1,100.06,12.93,105.89,67.37,101.91,191.04,79.53,38.96,111.3,270.72,158.62,149.79,121.99,139.19,156.39,125.61,196.19,74.57,45.56,36.09,16.03,47.69,60.66,115.94,67.75,347.93,27.97,118.5,27.03,37.31,45.68,80.5,164.91,100.99,21.35,54.79,18.17,39.21,83.29,29.68,16.26,100.12,135.08,174.28,41.72,268.89,16.49,109.38,12.42,37.7,112.77,119.32,72.89,51.6467,10.76,30.24,89.46,137.53,13.77,14.92,45.24,55.17,60.11,102.39,74.74,247.0,138.6,105.33,74.91,144.74,46.69,89.21,39.93,59.32,73.65,27.87,75.93,67.14,51.35,50.76,82.53,104.04,37.26,38.98,44.57
1524196800000,76.26,72.46,50.23,106.0,10.02,79.02,78.07,244.48,23.16,56.68,47.26,74.04,71.05,111.15,26.42,34.89,22.17,28.04,32.96,25.37,60.69,36.78,52.21,74.52,43.16,44.79,64.84,46.42,33.49,22.71,126.63,85.89,99.94,12.82,104.96,67.03,101.57,189.85,79.06,38.47,110.67,268.44,156.9,148.55,121.37,137.64,155.55,125.14,194.8,73.93,47.78,35.99,15.24,48.04,61.19,115.47,66.85,345.83,26.89,117.35,26.84,37.29,47.08,77.88,162.3,100.28,21.0,54.59,18.64,39.89,83.26,29.93,16.13,98.97,130.23,172.22,42.76,266.61,17.27,107.58,12.24,38.24,112.38,118.46,71.71,49.17,10.94,30.21,87.3,134.07,13.75,15.58,45.02,54.89,59.85,101.47,74.05,245.0,137.5,104.73,74.42,143.12,46.14,88.93,39.48,59.0,73.3,27.88,75.6,66.21,50.49,50.3,82.09,102.98,37.03,38.86,43.98
1524456000000,75.89,72.36,50.11,105.95,10.25,78.98,78.04,244.35,24.04,57.24,46.88,73.87,70.96,110.88,26.44,35.48,22.18,27.94,32.84,25.33,60.61,36.48,51.11,74.12,42.6,44.68,64.66,46.39,32.81,22.41,125.62,85.66,99.79,12.72,104.79,66.93,101.47,189.81,79.03,38.6,110.85,268.44,156.64,148.5,121.42,137.53,155.32,125.22,194.05,73.98,50.69,35.88,14.32,48.43,61.72,115.42,66.45,345.8,25.71,117.35,27.03,37.25,47.4,77.46,161.89,100.41,21.05,54.6,18.67,39.89,83.25,29.94,15.67,97.69,124.99,169.93,42.8,266.57,17.44,107.51,12.3,38.29,112.35,118.49,71.37,48.7833,10.98,30.97,87.12,134.01,13.92,15.32,44.97,54.72,59.86,101.59,73.99,244.89,137.45,104.86,74.33,142.85,45.83,88.06,39.6,58.83,73.75,27.85,75.51,65.97,50.43,50.33,82.41,103.2,36.12,39.12,44.45
1524542400000,75.54,71.67,49.9,105.81,10.05,78.84,78.09,240.09,23.15,57.03,46.66,73.61,70.67,110.71,26.4,34.36,22.18,27.88,32.56,25.39,60.39,35.81,50.96,73.26,42.39,44.46,63.44,46.97,33.19,22.7,126.23,85.49,99.63,12.79,103.27,66.65,101.35,188.43,78.66,38.28,110.08,264.89,153.63,146.61,120.65,134.89,154.43,125.23,192.13,74.16,49.03,35.82,14.77,48.67,62.13,115.08,66.47,343.21,26.53,115.67,26.82,37.17,49.32,74.17,158.46,99.45,20.97,54.41,19.65,40.97,83.27,30.33,15.76,97.19,121.95,168.56,44.52,262.98,18.53,104.65,11.99,38.61,112.04,117.95,70.19,45.6733,11.18,29.92,82.65,128.64,13.68,16.47,44.77,54.48,59.54,100.06,74.27,241.55,135.8,103.98,73.72,140.15,45.62,86.45,39.1,57.24,72.96,27.67,73.4,64.82,50.11,50.67,81.79,101.57,35.79,38.64,44.36
1524628800000,75.1,71.68,49.8,105.67,10.13,78.73,78.09,240.7,23.77,57.45,46.3,73.51,70.55,110.31,26.27,35.19,22.14,27.9,32.39,25.33,60.58,35.92,51.01,73.3,42.04,44.3,63.13,46.58,32.78,22.5,125.41,85.5,99.72,12.69,103.26,66.5,101.13,188.57,78.53,38.67,110.37,265.42,153.87,146.84,120.93,135.05,154.2,125.1,191.58,74.0,50.75,35.77,14.25,48.56,62.14,114.72,66.03,343.34,25.89,115.89,27.05,37.02,49.24,74.4,158.65,99.73,20.92,54.37,19.52,40.79,83.26,30.28,15.61,96.7,121.52,168.35,44.24,263.63,18.46,105.11,11.93,39.11,111.87,117.16,69.86,45.8533,11.23,30.17,83.15,129.51,13.72,16.71,44.67,54.33,59.3,100.2,74.13,242.17,135.95,104.09,73.69,140.44,45.28,86.35,39.33,57.55,73.54,27.65,73.61,64.83,50.2,50.68,82.16,101.99,35.94,39.12,44.61
1524715200000,76.02,72.26,50.11,105.85,10.09,78.89,78.13,243.12,23.44,57.67,46.97,74.09,70.9,110.4,26.56,36.76,22.25,28.09,32.52,25.36,60.95,36.07,51.26,75.2,42.87,44.44,64.2,46.79,32.96,22.59,124.97,85.8,100.2,12.65,105.3,66.85,101.42,189.28,78.78,39.24,110.77,268.15,156.37,148.37,121.42,137.24,154.91,125.4,192.86,74.9,50.08,35.89,14.46,48.4,62.15,115.06,66.64,344.65,26.15,117.25,27.38,37.05,47.16,77.4,161.99,100.5,21.24,54.5,18.93,39.96,83.275,29.98,15.58,98.73,128.94,171.79,42.92,266.31,17.34,107.19,12.25,38.63,112.16,117.98,70.78,48.6967,11.07,30.34,85.6,133.46,13.77,15.49,45.0,54.76,59.63,100.78,75.1,244.66,137.24,104.6,74.31,142.87,45.75,87.84,39.67,57.91,74.61,27.66,73.34,66.01,50.5,51.19,83.2,103.64,35.96,39.65,45.26
1524801600000,76.51,72.41,50.25,105.98,10.09,79.01,78.14,242.95,23.04,57.29,47.26,74.34,70.97,110.49,26.78,35.52,22.38,28.21,32.65,25.46,60.78,36.28,51.67,76.09,43.06,44.58,64.57,46.87,33.03,22.73,125.5,85.76,100.06,12.71,105.61,66.93,101.59,188.97,78.52,39.34,110.96,268.39,156.49,148.48,121.46,137.34,154.69,125.29,192.5,75.87,49.7,35.87,14.49,48.73,62.64,115.32,66.96,344.1,26.64,117.28,27.22,37.1,47.16,77.53,162.09,100.77,21.29,54.63,18.96,39.9,83.3,29.95,15.57,98.09,126.09,170.59,42.76,266.56,17.29,107.43,12.35,38.06,112.52,118.89,70.46,48.81,11.12,30.19,85.44,133.68,13.73,15.02,45.05,54.88,59.69,100.9,76.39,244.92,137.33,104.75,74.44,142.87,45.99,88.42,39.76,57.76,73.82,27.7,73.19,65.89,50.77,51.71,83.54,104.11,35.15,38.93,45.72
1525060800000,76.25,71.99,49.97,106.0,10.1,79.05,78.14,241.54,24.41,57.29,46.92,74.1,70.74,110.14,26.76,35.51,22.19,28.13,32.46,25.71,60.64,36.3,51.6,75.6,42.3,44.33,63.46,46.93,32.51,22.28,124.59,85.7,99.96,12.62,103.65,66.64,101.7,186.96,77.82,38.43,109.89,266.31,155.45,147.24,120.34,136.45,153.32,124.13,190.99,75.64,52.05,35.87,13.84,47.96,61.64,115.22,66.85,340.51,25.21,116.39,27.14,37.13,47.8,76.4,160.94,99.85,21.02,54.73,19.29,40.54,83.27,30.2,15.38,97.16,121.91,168.72,43.72,264.51,17.66,105.69,12.33,37.87,112.61,119.1,68.54,47.77,11.42,30.5,83.99,130.55,13.8,15.08,44.81,54.68,59.4,100.11,76.09,242.92,136.33,103.61,73.94,142.27,45.68,86.98,38.96,57.01,73.81,27.45,72.22,65.46,50.45,51.56,82.26,103.7,34.97,39.38,45.18
1525147200000,76.09,71.91,49.8,105.67,10.17,78.75,77.97,240.76,24.25,57.55,46.69,73.9,70.49,109.53,26.68,34.83,22.3,28.13,32.34,25.7,60.59,36.15,50.91,75.2,41.77,44.2,64.0,46.88,32.71,22.31,123.71,85.4,99.76,12.53,104.05,66.53,101.35,187.68,78.16,38.93,109.55,266.83,156.48,147.57,120.1,137.26,154.07,124.53,192.08,76.17,51.14,35.7,14.07,48.39,62.1,114.58,66.99,341.71,25.32,116.68,26.91,36.97,46.72,78.08,162.78,99.89,20.88,54.39,19.48,40.38,83.13,30.12,15.24,98.72,127.94,171.49,43.56,264.98,17.09,106.15,12.44,38.12,111.79,118.41,69.51,49.3233,11.28,29.61,83.14,131.27,13.61,14.75,44.77,54.48,59.07,99.71,76.78,243.44,136.54,103.42,73.9,143.21,45.42,87.91,39.47,56.96,73.36,27.46,71.89,66.28,50.01,51.4,82.22,103.84,34.49,39.2,45.06
1525233600000,75.69,71.61,49.685,105.67,10.05,78.76,78.02,239.11,24.11,57.19,46.32,73.68,70.46,108.66,26.41,35.3,22.49,28.09,32.65,25.71,60.23,35.9,50.1,74.32,41.08,44.31,62.34,46.75,33.07,22.38,123.65,85.37,99.8,12.53,102.68,66.49,101.37,187.34,78.35,38.42,108.56,264.97,155.66,146.63,119.08,136.59,154.65,124.94,192.99,75.91,49.55,35.7,14.56,48.24,61.97,114.49,66.82,341.08,25.55,115.94,27.15,36.93,47.28,77.24,161.82,99.06,20.69,54.42,19.89,40.95,83.16,30.32,15.42,98.01,126.18,170.73,44.44,263.2,17.37,104.67,12.47,38.24,111.93,118.28,70.24,48.4633,11.14,29.84,81.38,128.5,13.67,14.57,44.71,54.37,59.11,98.76,76.5,241.78,135.75,102.38,73.62,142.68,45.12,87.45,39.02,56.83,73.66,27.15,71.26,66.21,49.03,51.35,81.09,103.13,34.78,39.56,45.24
1525320000000,75.53,71.62,49.73,105.79,9.94,78.83,78.04,239.1,23.32,56.86,46.22,73.89,70.68,108.54,26.33,35.02,22.7,28.11,32.67,25.63,60.29,35.74,49.38,74.47,40.73,44.42,61.48,46.45,33.48,22.65,124.28,85.36,99.83,12.59,101.28,66.69,101.63,187.05,77.87,38.74,108.03,264.4,155.71,146.31,118.51,136.63,153.81,124.27,191.83,75.94,47.73,35.69,15.03,47.77,61.36,114.51,66.5,340.59,26.26,115.7,26.87,36.97,47.32,77.19,161.8,98.73,20.96,54.49,19.9,41.11,83.22,30.39,15.46,98.25,128.46,171.75,44.72,262.62,17.39,104.19,12.33,37.93,112.07,118.81,69.1,48.4667,11.32,30.5,81.4,127.63,13.82,15.01,44.8,54.45,59.35,98.53,76.45,241.21,135.38,101.99,73.59,142.65,44.98,85.92,39.12,57.09,73.49,26.92,71.43,66.36,48.98,51.28,80.36,102.67,35.15,38.89,44.71
1525406400000,75.89,72.22,49.93,105.86,10.05,78.88,78.03,242.52,23.31,57.21,46.43,74.01,70.93,108.63,26.26,35.51,22.73,28.31,32.84,25.58,60.73,36.07,48.79,74.32,40.75,44.54,63.55,46.54,33.55,22.65,124.54,85.42,99.87,12.62,102.35,66.895,101.64,189.57,78.83,39.15,109.24,267.82,158.02,148.21,119.88,138.62,155.73,125.86,194.1,76.74,47.4,35.71,15.11,48.38,62.15,114.67,67.2,345.19,26.36,117.32,27.2,36.99,45.52,80.1,164.87,99.83,21.14,54.51,19.06,40.06,83.19,30.01,15.54,100.8,137.72,175.78,43.04,266.02,16.41,106.88,12.53,37.8,112.1,118.99,71.62,51.1933,10.91,31.65,84.88,132.61,14.09,14.31,44.97,54.65,60.0,99.78,77.29,244.41,137.13,103.09,74.22,144.78,45.2,87.37,39.57,57.8,73.85,27.27,72.26,67.62,49.69,51.51,81.0,104.02,35.99,39.61,44.99
1525665600000,75.47,72.34,49.93,105.81,10.12,78.84,78.04,243.42,23.25,57.18,46.16,74.1,70.94,108.18,26.19,35.64,22.61,28.39,32.98,25.28,60.8,35.94,47.58,73.47,40.1,44.52,64.77,46.29,33.34,22.65,124.57,85.5,99.94,12.62,103.0,66.94,101.59,190.62,79.44,39.15,109.38,268.79,158.84,148.81,120.14,139.41,157.05,126.78,196.05,77.16,48.22,35.74,14.87,48.64,62.43,114.54,67.35,347.07,26.25,117.75,27.33,37.05,44.8,81.36,166.24,100.0,20.88,54.52,18.86,39.8,83.19,29.92,15.52,101.34,141.49,177.48,42.56,266.92,16.01,107.51,12.57,37.94,112.12,118.8,73.41,52.41,10.64,31.79,85.8,133.91,14.1,14.19,44.96,54.58,59.5,99.92,77.81,245.17,137.73,103.29,74.33,145.61,45.08,88.5,39.59,57.78,73.95,27.45,72.74,68.09,49.38,51.24,80.88,104.37,36.2,39.85,44.78
1525752000000,76.04,72.37,49.96,105.69,10.2,78.78,78.0,243.42,23.21,57.39,46.42,74.26,70.95,107.54,26.22,36.49,22.51,28.36,32.86,25.65,60.99,36.25,47.54,73.35,40.11,44.415,65.64,46.97,33.41,22.68,124.59,85.37,99.8,12.62,102.41,66.96,101.42,191.22,80.12,39.31,109.34,268.68,158.85,148.86,120.16,139.4,157.83,127.42,196.96,76.78,47.87,35.7,14.98,49.07,62.99,114.5,68.27,348.23,26.4,117.75,27.59,36.97,44.92,81.18,166.07,99.93,21.08,54.45,18.84,39.81,83.195,29.92,15.51,102.05,144.5,178.53,42.6,266.92,16.07,107.54,12.58,37.99,111.92,118.69,74.57,52.2367,10.48,31.65,85.78,133.95,14.06,14.12,44.96,54.62,59.45,100.02,77.42,245.16,137.78,103.26,74.34,145.69,45.31,88.07,39.68,57.66,74.53,27.64,73.26,68.24,49.18,49.96,80.27,103.93,36.09,40.67,44.75
1525838400000,76.11,72.79,50.11,105.57,10.26,78.69,77.96,245.4,23.37,57.2,46.51,74.03,71.12,107.35,26.23,38.74,22.61,28.66,32.9,25.78,60.47,36.35,47.3,73.39,40.48,44.46,67.94,47.42,33.42,22.63,124.33,85.51,99.96,12.6,103.79,67.1,101.19,192.19,80.57,38.59,110.35,271.44,160.48,150.22,121.31,140.71,158.68,128.09,198.12,77.25,47.9,35.75,14.92,49.56,63.59,114.48,68.61,349.95,26.12,118.94,28.13,36.97,43.88,83.06,167.88,100.74,21.12,54.42,18.4,39.04,83.16,29.62,15.53,103.5,150.74,181.25,41.4,269.5,15.52,109.66,12.87,38.45,111.85,117.98,75.79,53.9867,10.3,32.95,87.92,137.87,14.37,13.26,45.1,54.77,59.83,100.68,77.94,247.54,139.08,104.14,74.79,147.2,45.37,89.8,39.25,58.49,76.05,28.05,74.05,69.08,49.25,49.61,80.73,104.29,36.22,41.39,45.2
1525924800000,77.39,73.53,50.62,105.81,10.07,78.85,78.0,247.46,22.34,57.35,47.48,74.33,71.58,108.71,26.33,39.63,22.88,29.04,33.2,26.08,60.82,37.07,48.56,75.0,41.86,44.81,69.51,48.02,34.1,22.95,125.18,85.76,100.15,12.67,103.73,67.495,101.4,193.64,81.0,38.76,111.35,273.9,162.02,151.57,122.41,141.97,159.53,128.56,199.39,77.96,45.09,35.83,15.82,49.67,63.74,115.06,69.81,352.55,27.18,120.09,28.17,37.03,43.04,84.74,169.62,101.62,21.67,54.5,17.95,38.32,83.16,29.36,15.74,105.22,158.79,184.55,40.24,272.02,15.06,111.66,13.18,37.84,112.07,118.93,76.94,55.6667,10.16,33.15,90.13,141.65,14.41,12.33,45.42,55.29,60.14,101.44,78.55,249.86,140.29,105.12,75.48,148.55,46.27,89.04,39.53,58.91,76.62,28.28,74.55,69.98,49.54,50.31,81.81,104.67,36.75,41.58,45.14
